incidente,latitud,longitud,codigo_cierre,clas_con_f_alarma
Robo-Vehiculo con Violencia,19.231416,-98.984938,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30478004,-99.07209,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34811,-99.04245012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49535999,-99.07074,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28293002,-99.23015988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44946998,-99.05879016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34274996,-99.06878988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30887999,-99.21697992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45177,-99.205644,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32641001,-99.06662988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33826004,-99.06423012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44684,-99.16594992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32904998,-99.03525984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.22958,-99.12078,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50192,-99.09396,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44933003,-99.07387992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45327,-99.21805,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36287,-99.14294988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33967997,-99.23731992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48658004,-99.07772004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41800004,-99.08475012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32887997,-99.12066984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45614996,-99.16598988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41307002,-99.10424016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49994,-99.19117008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47053997,-99.11986992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33169004,-99.26812008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.51943004,-99.16268004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30985001,-99.25157016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44738999,-99.19392012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.255747,-99.105076,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45874997,-99.11054988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47314997,-99.07903008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.560601,-99.140325,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34949996,-99.19296,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.447051,-99.070954,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33826004,-99.06423012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32807996,-99.07513992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49972004,-99.06896988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49090004,-99.18631008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.501583,-99.20241,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.493147,-99.099413,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49247,-99.18407016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32453,-99.05091984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25627004,-99.07233984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35582003,-99.08562996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38287997,-99.14087988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42695,-99.14195016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.385469,-99.035416,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49518998,-99.21286008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44699003,-99.06994008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48574997,-99.09817992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31409,-98.96348988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.301044,-99.057802,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28648997,-99.20138004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.24704,-99.16308,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46186001,-99.06001992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.339296,-99.034282,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55485998,-99.14950008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37911931,-99.20487828,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48473,-99.19951992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.266814,-99.173897,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44610002,-99.06374016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37914002,-99.23798988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49243,-99.120575,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33092999,-99.03988008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28273004,-99.23259996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48473,-99.19951992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30417002,-99.25724016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.492023,-99.184807,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44581004,-99.18055008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.478938,-99.216047,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49533002,-99.07499016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.23460002,-99.17061012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26556002,-99.17417988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.358733,-99.027413,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49241996,-99.20851992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.338238,-99.059379,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41768,-99.13622004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46241999,-99.21269016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42557003,-99.11980008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.52559999,-99.15167016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33827003,-99.06068988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40869998,-99.09808992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36061001,-99.11050992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.43233002,-99.09537984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36061001,-99.11050992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35189999,-99.04253004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.22540717,-99.24036913,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49533002,-99.07499016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32487002,-99.10836,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29530997,-99.18054,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47483,-99.21659004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46429001,-99.06320988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.56231999,-99.12498012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34474004,-99.01770012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.253863,-99.244985,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47183003,-99.13295988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.335689,-99.264469,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37472003,-99.20277,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27694,-99.164354,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30489002,-99.04713984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36665,-99.20481984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46364003,-99.13757004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.24142004,-98.99953992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.347565,-98.993087,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36532997,-99.13667004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26777996,-99.11085984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49636997,-99.06762996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31436999,-99.09425016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38111003,-99.18699984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39304997,-99.09716004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26808002,-99.01107,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.395262,-99.192098,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46367,-99.13865004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34124003,-99.13749984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26777996,-99.11085984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50204996,-99.07364988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39094001,-99.06563988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38441996,-99.13323996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47268998,-99.05452992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.250387,-99.106255,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34009001,-98.97747984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.53001998,-99.15424992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31003001,-99.06824988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.319984,-99.150533,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.52964999,-99.14328,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40595003,-99.07772004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.493407,-99.200637,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.53782001,-99.15086988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38504996,-99.05204988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42180002,-99.07075008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38137004,-99.02120004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.389894,-99.200234,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.381373,-99.021217,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47340998,-99.07989984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46267001,-99.12912012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26305001,-99.11210004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.51911999,-99.14267016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.474534,-99.078864,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34448003,-99.01249992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47573999,-99.17811,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32096996,-99.22097016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38137004,-99.02120004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49472,-99.21128004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34339004,-99.15590016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28492001,-99.06900984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.281576,-99.118757,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38056004,-99.23847012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.378931,-99.214134,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44205002,-99.18660996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30389,-99.17997,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44205002,-99.18660996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.22036004,-98.92955016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.43131,-99.10375,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28156004,-99.11891016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32048,-99.33179004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.394485,-99.183544,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.417988,-99.140664,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25534,-99.103235,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29503997,-99.16589016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32797997,-99.10955016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.5031,-99.093491,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.54114002,-99.13947012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48259997,-99.21498984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.24325001,-99.10193004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.392472,-99.121704,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.23010002,-98.96234004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47834999,-99.06815988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49340996,-99.09308016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.393427,-99.065685,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50289,-99.190529,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30001004,-99.17223012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47097998,-99.17754984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47090996,-99.17799984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.267307,-99.234316,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45498955,-99.15514189,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44678,-99.110274,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26761004,-99.23613984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37122002,-99.12013992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30195998,-99.17471988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46678004,-99.16359012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.462658,-99.144028,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27780002,-99.22818996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47709998,-99.17677008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.520525,-99.135525,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33235001,-99.03912012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44837,-99.19117008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34247996,-99.04752,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.54943001,-99.13660992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46941002,-99.16259004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41059997,-99.06603012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44575001,-99.08696988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33644996,-99.03633012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.410504,-99.137348,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44532998,-99.10172016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48660002,-99.08096004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35003996,-99.04191012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45679004,-99.16929,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35233001,-99.19143,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.477876,-99.179731,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.503057,-99.156829,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35242001,-99.1926,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.305122,-99.044629,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.389419,-99.096388,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32739002,-99.06338988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30501998,-99.15045984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50283998,-99.15684984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.543369,-99.14868,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47729996,-99.08871012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39256001,-99.08529012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38644001,-99.09714996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.359988,-99.035069,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.4833112,-99.11930051,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39494996,-99.06111,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48698999,-99.19758996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46680002,-99.10279008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38800997,-99.12975012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46091996,-99.13879008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.327852,-99.064669,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47616002,-99.06357996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32972003,-99.02050992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36977,-99.007265,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47772998,-99.18452016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37489004,-99.13502016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45890999,-99.10216008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45461996,-99.19749996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34430003,-99.10113012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34441001,-99.10162008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38836997,-99.11129004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37294001,-99.01230984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33552998,-99.07473996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37183898,-99.23410775,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.314875,-99.071495,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34571996,-98.98152984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48555998,-99.09768996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45614996,-99.06730992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.493407,-99.200637,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33552998,-99.07473996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36526004,-99.00516996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49906997,-99.06986988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30430997,-99.17997012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.345595,-99.014989,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49690997,-99.06968988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34701002,-99.10875996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.456531,-99.109461,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45554003,-99.19721988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.413399,-99.095897,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.383323,-99.0759,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34035002,-99.03137004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44358002,-99.18298008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.338605,-99.035635,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34907003,-99.05202,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34692002,-99.30537,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33847001,-99.20648016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50590997,-99.10654992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36269999,-99.09907992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.559234,-99.131127,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29800997,-99.13836996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39327002,-99.12835008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.334909,-99.120452,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38797001,-99.11022984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45512,-99.06703992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45281996,-99.10896012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42184997,-99.10676016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.305825,-99.178506,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38943998,-99.10602,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49906997,-99.06986988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.430161,-99.116158,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30580001,-99.19338012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30394997,-99.27113004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38983004,-99.17484012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.366988,-99.030624,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45287,-99.11503008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45107,-99.10674,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31839002,-99.13035996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50825996,-99.15197004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.455857,-99.200486,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40466326,-99.16977488,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34728002,-99.16990992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49984001,-99.08867016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49716998,-99.06887016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42544997,-99.12808008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46743002,-99.14582988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37532996,-99.12088008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44273996,-99.11279016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30802004,-99.04458996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.559749,-99.132163,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33101999,-99.01856988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49985999,-99.06987996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30167999,-99.08462016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.449782,-99.107742,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.52069004,-99.15026004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.419701,-99.094597,N,DELITO DE ALTO IMPACTO
